timestamp,value,label,KPI ID
2016-09-03 16:00:00,0.2341910677954737,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:05:00,0.2366572262083881,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:10:00,0.2308873461480024,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:15:00,0.2174863343949876,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:20:00,0.2237215273633553,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:25:00,0.2047615774016069,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:30:00,0.2272827221533189,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:35:00,0.2156250827625339,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:40:00,0.2109037077884413,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:45:00,0.1972452228928657,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:50:00,0.1896389078885645,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 16:55:00,0.1791445507679762,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:00:00,0.1784931126966542,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:05:00,0.1742370506306488,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:10:00,0.1644871941630735,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:15:00,0.1557858427816863,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:20:00,0.1404770481054616,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:25:00,0.1391989886512138,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:30:00,0.1319401072849493,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:35:00,0.1245168153578097,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:40:00,0.1213309729804573,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:45:00,0.1187934665882853,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:50:00,0.1150492487211232,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 17:55:00,0.1045548916006085,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:00:00,0.1067201476663108,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:05:00,0.1065805537938321,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:10:00,0.099647391463281,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:15:00,0.0909925713730703,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:20:00,0.0917370720260097,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:25:00,0.0878966894912988,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:30:00,0.0842455342050186,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:35:00,0.0799398387627459,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
2016-09-03 18:40:00,0.0808487499762451,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
